day,method,case,t_idx,load_kw
2023-07-03,Persistence,EV,29,125.4
2023-07-03,Persistence,EV,30,177.128
2023-07-03,Persistence,EV,31,187.94197
2023-07-03,Persistence,EV,32,215.03503
2023-07-03,Persistence,EV,33,244.29112
2023-07-03,Persistence,EV,34,244.29112
2023-07-03,Persistence,EV,35,248.99889
2023-07-03,Persistence,EV,36,250.84196
2023-07-03,Persistence,EV,37,212.85275
2023-07-03,Persistence,EV,38,250.84196
2023-07-03,Persistence,EV,39,250.84196
2023-07-03,Persistence,EV,40,250.84196
2023-07-03,Persistence,EV,41,250.84196
2023-07-03,Persistence,EV,42,250.84196
2023-07-03,Persistence,EV,43,262.84267
2023-07-03,Persistence,EV,44,269.16763
2023-07-03,Persistence,EV,45,269.16763
2023-07-03,Persistence,EV,46,269.16763
2023-07-03,Persistence,EV,47,269.16763
2023-07-03,Persistence,EV,48,269.16763
2023-07-03,Persistence,EV,49,269.16763
2023-07-03,Persistence,EV,50,269.16763
2023-07-03,Persistence,EV,51,269.16763
2023-07-03,Persistence,EV,52,269.16763
2023-07-03,Persistence,EV,53,269.16763
2023-07-03,Persistence,EV,54,222.11963
2023-07-03,Persistence,EV,55,247.89417
2023-07-03,Persistence,EV,56,253.53258
2023-07-03,Persistence,EV,57,227.528
2023-07-03,Persistence,EV,58,244.42
2023-07-03,Persistence,EV,59,250.452
2023-07-03,Persistence,EV,60,211.012
2023-07-03,Persistence,EV,61,244.908
2023-07-03,Persistence,EV,62,161.88
2023-07-03,Persistence,EV,63,229.332
2023-07-03,Persistence,EV,64,177.984
2023-07-03,Persistence,EV,65,44.444286
2023-07-03,Persistence,EV,66,53.103978
2023-07-03,Persistence,EV,67,57.266978
2023-07-03,Persistence,EV,68,58.350614
2023-07-03,Persistence,EV,69,59.883414
2023-07-03,Persistence,EV,70,59.883414
2023-07-03,Persistence,EV,71,48.475033
2023-07-03,Persistence,EV,72,59.188022
2023-07-03,Persistence,EV,73,35.545971
2023-07-03,Persistence,EV,74,48.309443
2023-07-03,Persistence,EV,75,43.644846
2023-07-03,Persistence,EV,76,38.72
2023-07-03,Persistence,EV,77,44.888
2023-07-03,Persistence,EV,78,52.8
2023-07-03,Persistence,EV,79,44.852
2023-07-03,Persistence,EV,80,39.6
2023-07-03,Persistence,EV,81,33.0
2023-07-03,Persistence,EV,82,19.8
2023-07-03,Persistence,EV,83,20.852
2023-07-03,Persistence,EV,84,19.8
2023-07-03,Persistence,EV,85,48.384
2023-07-03,Persistence,EV,86,48.648
2023-07-03,Persistence,EV,87,27.192
2023-07-03,Persistence,EV,88,19.8
2023-07-03,Persistence,EV,89,1.188
2023-07-03,Persistence,EV,90,0.0
2023-07-03,Persistence,EV,91,6.6
2023-07-03,Persistence,EV,92,0.0
2023-07-03,Persistence,EV,93,6.6
2023-07-03,Persistence,EV,94,0.0
2023-07-03,Persistence,EV,95,0.0
2023-07-03,Persistence,EV,96,0.0
2023-07-03,Persistence,Charger,1,0.0
2023-07-03,Persistence,Charger,2,0.0
2023-07-03,Persistence,Charger,3,0.0
2023-07-03,Persistence,Charger,4,6.6
2023-07-03,Persistence,Charger,5,6.6
2023-07-03,Persistence,Charger,6,13.2
2023-07-03,Persistence,Charger,7,13.2
2023-07-03,Persistence,Charger,8,13.2
2023-07-03,Persistence,Charger,9,13.2
2023-07-03,Persistence,Charger,10,13.2
2023-07-03,Persistence,Charger,11,13.2
2023-07-03,Persistence,Charger,12,13.2
2023-07-03,Persistence,Charger,13,6.6
2023-07-03,Persistence,Charger,14,13.2
2023-07-03,Persistence,Charger,15,13.2
2023-07-03,Persistence,Charger,16,6.6
2023-07-03,Persistence,Charger,17,13.2
2023-07-03,Persistence,Charger,18,13.2
2023-07-03,Persistence,Charger,19,6.648
2023-07-03,Persistence,Charger,20,13.2
2023-07-03,Persistence,Charger,21,6.6
2023-07-03,Persistence,Charger,22,13.2
2023-07-03,Persistence,Charger,23,13.2
2023-07-03,Persistence,Charger,24,39.36
2023-07-03,Persistence,Charger,25,55.3
2023-07-03,Persistence,Charger,26,62.948
2023-07-03,Persistence,Charger,27,79.2
2023-07-03,Persistence,Charger,28,105.6
2023-07-03,Persistence,Charger,29,138.6
2023-07-03,Persistence,Charger,30,198.0
2023-07-03,Persistence,Charger,31,211.2
2023-07-03,Persistence,Charger,32,240.424
2023-07-03,Persistence,Charger,33,242.53781
2023-07-03,Persistence,Charger,34,242.53781
2023-07-03,Persistence,Charger,35,244.14
2023-07-03,Persistence,Charger,36,247.74684
2023-07-03,Persistence,Charger,37,247.74684
2023-07-03,Persistence,Charger,38,247.74684
2023-07-03,Persistence,Charger,39,247.74684
2023-07-03,Persistence,Charger,40,247.74684
2023-07-03,Persistence,Charger,41,249.51854
2023-07-03,Persistence,Charger,42,249.51854
2023-07-03,Persistence,Charger,43,261.85393
2023-07-03,Persistence,Charger,44,268.5728
2023-07-03,Persistence,Charger,45,268.5728
2023-07-03,Persistence,Charger,46,268.5728
2023-07-03,Persistence,Charger,47,268.5728
2023-07-03,Persistence,Charger,48,268.5728
2023-07-03,Persistence,Charger,49,268.5728
2023-07-03,Persistence,Charger,50,268.5728
2023-07-03,Persistence,Charger,51,268.5728
2023-07-03,Persistence,Charger,52,264.0
2023-07-03,Persistence,Charger,53,258.85028
2023-07-03,Persistence,Charger,54,268.5728
2023-07-03,Persistence,Charger,55,228.62027
2023-07-03,Persistence,Charger,56,220.512
2023-07-03,Persistence,Charger,57,188.676
2023-07-03,Persistence,Charger,58,197.8232
2023-07-03,Persistence,Charger,59,124.3841
2023-07-03,Persistence,Charger,60,181.244
2023-07-03,Persistence,Charger,61,195.728
2023-07-03,Persistence,Charger,62,179.68498
2023-07-03,Persistence,Charger,63,193.232
2023-07-03,Persistence,Charger,64,125.80912
2023-07-03,Persistence,Charger,65,17.043714
2023-07-03,Persistence,Charger,66,21.84433
2023-07-03,Persistence,Charger,67,25.42133
2023-07-03,Persistence,Charger,68,25.42133
2023-07-03,Persistence,Charger,69,25.42133
2023-07-03,Persistence,Charger,70,25.42133
2023-07-03,Persistence,Charger,71,25.42133
2023-07-03,Persistence,Charger,72,25.42133
2023-07-03,Persistence,Charger,73,25.42133
2023-07-03,Persistence,Charger,74,25.42133
2023-07-03,Persistence,Charger,75,25.42133
2023-07-03,Persistence,Charger,76,19.388296
2023-07-03,Persistence,Charger,77,19.101021
2023-07-03,Persistence,Charger,78,6.6
2023-07-03,Persistence,Charger,79,17.18667
2023-07-03,Persistence,Charger,80,18.696
2023-07-03,Persistence,Charger,81,11.748
2023-07-03,Persistence,Charger,82,6.6
2023-07-03,Persistence,Charger,83,13.2
2023-07-03,Persistence,Charger,84,6.6
2023-07-03,Persistence,Charger,85,19.8
2023-07-03,Persistence,Charger,86,21.112
2023-07-03,Persistence,Charger,87,13.2
2023-07-03,Persistence,Charger,88,6.6
2023-07-03,Persistence,Charger,89,0.0
2023-07-03,Persistence,Charger,90,0.0
2023-07-03,Persistence,Charger,91,0.0
2023-07-03,Persistence,Charger,92,0.0
2023-07-03,Persistence,Charger,93,0.0
2023-07-03,Persistence,Charger,94,0.0
2023-07-03,Persistence,Charger,95,0.0
2023-07-03,Persistence,Charger,96,0.0
2023-07-03,Statistic,EV,1,0.0
2023-07-03,Statistic,EV,2,0.0
2023-07-03,Statistic,EV,3,0.0
2023-07-03,Statistic,EV,4,6.6
2023-07-03,Statistic,EV,5,13.2
2023-07-03,Statistic,EV,6,12.416
2023-07-03,Statistic,EV,7,6.6
2023-07-03,Statistic,EV,8,6.6
2023-07-03,Statistic,EV,9,0.0
2023-07-03,Statistic,EV,10,0.048
2023-07-03,Statistic,EV,11,13.2
2023-07-03,Statistic,EV,12,6.6
2023-07-03,Statistic,EV,13,13.2
2023-07-03,Statistic,EV,14,13.2
2023-07-03,Statistic,EV,15,13.2
2023-07-03,Statistic,EV,16,6.6
2023-07-03,Statistic,EV,17,13.2
2023-07-03,Statistic,EV,18,6.6
2023-07-03,Statistic,EV,19,6.6
2023-07-03,Statistic,EV,20,6.6
2023-07-03,Statistic,EV,21,13.2
2023-07-03,Statistic,EV,22,19.8
2023-07-03,Statistic,EV,23,13.2
2023-07-03,Statistic,EV,24,39.6
2023-07-03,Statistic,EV,25,66.0
2023-07-03,Statistic,EV,26,77.708
2023-07-03,Statistic,EV,27,86.488
2023-07-03,Statistic,EV,28,94.66
2023-07-03,Statistic,EV,29,121.11103
2023-07-03,Statistic,EV,30,158.46145
2023-07-03,Statistic,EV,31,194.48752
2023-07-03,Statistic,EV,32,202.04133
2023-07-03,Statistic,EV,33,202.04571
2023-07-03,Statistic,EV,34,207.88248
2023-07-03,Statistic,EV,35,218.4955
2023-07-03,Statistic,EV,36,225.73169
2023-07-03,Statistic,EV,37,235.66483
2023-07-03,Statistic,EV,38,237.73979
2023-07-03,Statistic,EV,39,237.73979
2023-07-03,Statistic,EV,40,246.47787
2023-07-03,Statistic,EV,41,256.64554
2023-07-03,Statistic,EV,42,256.64554
2023-07-03,Statistic,EV,43,256.64554
2023-07-03,Statistic,EV,44,260.55754
2023-07-03,Statistic,EV,45,260.55754
2023-07-03,Statistic,EV,46,260.55754
2023-07-03,Statistic,EV,47,260.55754
2023-07-03,Statistic,EV,48,260.55754
2023-07-03,Statistic,EV,49,260.55754
2023-07-03,Statistic,EV,50,260.55754
2023-07-03,Statistic,EV,51,260.55754
2023-07-03,Statistic,EV,52,247.448
2023-07-03,Statistic,EV,53,260.55754
2023-07-03,Statistic,EV,54,260.55754
2023-07-03,Statistic,EV,55,255.81244
2023-07-03,Statistic,EV,56,242.92739
2023-07-03,Statistic,EV,57,260.55754
2023-07-03,Statistic,EV,58,260.55754
2023-07-03,Statistic,EV,59,256.684
2023-07-03,Statistic,EV,60,254.94
2023-07-03,Statistic,EV,61,250.52141
2023-07-03,Statistic,EV,62,260.55754
2023-07-03,Statistic,EV,63,225.756
2023-07-03,Statistic,EV,64,181.70311
2023-07-03,Statistic,EV,65,57.5972
2023-07-03,Statistic,EV,66,62.119726
2023-07-03,Statistic,EV,67,64.89506
2023-07-03,Statistic,EV,68,64.89506
2023-07-03,Statistic,EV,69,64.89506
2023-07-03,Statistic,EV,70,64.89506
2023-07-03,Statistic,EV,71,50.111354
2023-07-03,Statistic,EV,72,42.16494
2023-07-03,Statistic,EV,73,41.2553
2023-07-03,Statistic,EV,74,46.2
2023-07-03,Statistic,EV,75,39.6
2023-07-03,Statistic,EV,76,40.68324
2023-07-03,Statistic,EV,77,39.6
2023-07-03,Statistic,EV,78,42.104
2023-07-03,Statistic,EV,79,45.392
2023-07-03,Statistic,EV,80,38.252
2023-07-03,Statistic,EV,81,26.4
2023-07-03,Statistic,EV,82,18.348
2023-07-03,Statistic,EV,83,19.8
2023-07-03,Statistic,EV,84,13.2
2023-07-03,Statistic,EV,85,52.8
2023-07-03,Statistic,EV,86,42.048
2023-07-03,Statistic,EV,87,27.192
2023-07-03,Statistic,EV,88,19.8
2023-07-03,Statistic,EV,89,1.188
2023-07-03,Statistic,EV,90,0.0
2023-07-03,Statistic,EV,91,6.6
2023-07-03,Statistic,EV,92,0.0
2023-07-03,Statistic,EV,93,6.6
2023-07-03,Statistic,EV,94,0.0
2023-07-03,Statistic,EV,95,0.0
2023-07-03,Statistic,EV,96,0.0
2023-07-03,Statistic,Charger,1,0.0
2023-07-03,Statistic,Charger,2,0.0
2023-07-03,Statistic,Charger,3,6.6
2023-07-03,Statistic,Charger,4,13.2
2023-07-03,Statistic,Charger,5,0.0
2023-07-03,Statistic,Charger,6,6.6
2023-07-03,Statistic,Charger,7,13.2
2023-07-03,Statistic,Charger,8,13.2
2023-07-03,Statistic,Charger,9,13.2
2023-07-03,Statistic,Charger,10,6.6
2023-07-03,Statistic,Charger,11,13.2
2023-07-03,Statistic,Charger,12,6.6
2023-07-03,Statistic,Charger,13,0.0
2023-07-03,Statistic,Charger,14,13.2
2023-07-03,Statistic,Charger,15,13.2
2023-07-03,Statistic,Charger,16,13.2
2023-07-03,Statistic,Charger,17,13.2
2023-07-03,Statistic,Charger,18,13.2
2023-07-03,Statistic,Charger,19,11.42
2023-07-03,Statistic,Charger,20,13.2
2023-07-03,Statistic,Charger,21,13.2
2023-07-03,Statistic,Charger,22,19.8
2023-07-03,Statistic,Charger,23,13.2
2023-07-03,Statistic,Charger,24,46.2
2023-07-03,Statistic,Charger,25,52.8
2023-07-03,Statistic,Charger,26,59.4
2023-07-03,Statistic,Charger,27,93.876
2023-07-03,Statistic,Charger,28,98.565294
2023-07-03,Statistic,Charger,29,125.4
2023-07-03,Statistic,Charger,30,171.91471
2023-07-03,Statistic,Charger,31,198.0
2023-07-03,Statistic,Charger,32,220.71333
2023-07-03,Statistic,Charger,33,187.97867
2023-07-03,Statistic,Charger,34,220.71333
2023-07-03,Statistic,Charger,35,225.36409
2023-07-03,Statistic,Charger,36,230.80823
2023-07-03,Statistic,Charger,37,242.8628
2023-07-03,Statistic,Charger,38,246.26813
2023-07-03,Statistic,Charger,39,246.26813
2023-07-03,Statistic,Charger,40,246.26813
2023-07-03,Statistic,Charger,41,259.30997
2023-07-03,Statistic,Charger,42,259.30997
2023-07-03,Statistic,Charger,43,259.30997
2023-07-03,Statistic,Charger,44,259.30997
2023-07-03,Statistic,Charger,45,259.30997
2023-07-03,Statistic,Charger,46,259.30997
2023-07-03,Statistic,Charger,47,259.30997
2023-07-03,Statistic,Charger,48,259.30997
2023-07-03,Statistic,Charger,49,259.30997
2023-07-03,Statistic,Charger,50,259.30997
2023-07-03,Statistic,Charger,51,259.30997
2023-07-03,Statistic,Charger,52,259.30997
2023-07-03,Statistic,Charger,53,259.30997
2023-07-03,Statistic,Charger,54,259.30997
2023-07-03,Statistic,Charger,55,259.30997
2023-07-03,Statistic,Charger,56,220.0414
2023-07-03,Statistic,Charger,57,233.61715
2023-07-03,Statistic,Charger,58,175.892
2023-07-03,Statistic,Charger,59,150.3
2023-07-03,Statistic,Charger,60,167.636
2023-07-03,Statistic,Charger,61,174.88481
2023-07-03,Statistic,Charger,62,155.396
2023-07-03,Statistic,Charger,63,180.62173
2023-07-03,Statistic,Charger,64,156.548
2023-07-03,Statistic,Charger,65,27.679082
2023-07-03,Statistic,Charger,66,29.17066
2023-07-03,Statistic,Charger,67,31.60426
2023-07-03,Statistic,Charger,68,31.60426
2023-07-03,Statistic,Charger,69,31.60426
2023-07-03,Statistic,Charger,70,31.60426
2023-07-03,Statistic,Charger,71,26.4
2023-07-03,Statistic,Charger,72,19.8
2023-07-03,Statistic,Charger,73,19.8
2023-07-03,Statistic,Charger,74,25.777384
2023-07-03,Statistic,Charger,75,24.888398
2023-07-03,Statistic,Charger,76,13.2
2023-07-03,Statistic,Charger,77,6.8808197
2023-07-03,Statistic,Charger,78,21.95626
2023-07-03,Statistic,Charger,79,13.2
2023-07-03,Statistic,Charger,80,6.6
2023-07-03,Statistic,Charger,81,5.148
2023-07-03,Statistic,Charger,82,6.6
2023-07-03,Statistic,Charger,83,10.38
2023-07-03,Statistic,Charger,84,0.0
2023-07-03,Statistic,Charger,85,19.8
2023-07-03,Statistic,Charger,86,15.328
2023-07-03,Statistic,Charger,87,13.2
2023-07-03,Statistic,Charger,88,6.6
2023-07-03,Statistic,Charger,89,0.0
2023-07-03,Statistic,Charger,90,0.0
2023-07-03,Statistic,Charger,91,0.0
2023-07-03,Statistic,Charger,92,0.0
2023-07-03,Statistic,Charger,93,0.0
2023-07-03,Statistic,Charger,94,0.0
2023-07-03,Statistic,Charger,95,0.0
2023-07-03,Statistic,Charger,96,0.0
2023-07-03,GMM,EV,1,0.0
2023-07-03,GMM,EV,2,0.0
2023-07-03,GMM,EV,3,6.6
2023-07-03,GMM,EV,4,13.2
2023-07-03,GMM,EV,5,13.2
2023-07-03,GMM,EV,6,13.2
2023-07-03,GMM,EV,7,6.6
2023-07-03,GMM,EV,8,13.2
2023-07-03,GMM,EV,9,6.6
2023-07-03,GMM,EV,10,13.2
2023-07-03,GMM,EV,11,6.6
2023-07-03,GMM,EV,12,13.2
2023-07-03,GMM,EV,13,13.2
2023-07-03,GMM,EV,14,6.6
2023-07-03,GMM,EV,15,6.6
2023-07-03,GMM,EV,16,6.6
2023-07-03,GMM,EV,17,6.648
2023-07-03,GMM,EV,18,13.2
2023-07-03,GMM,EV,19,13.2
2023-07-03,GMM,EV,20,13.2
2023-07-03,GMM,EV,21,13.2
2023-07-03,GMM,EV,22,13.2
2023-07-03,GMM,EV,23,13.2
2023-07-03,GMM,EV,24,26.4
2023-07-03,GMM,EV,25,51.308
2023-07-03,GMM,EV,26,59.4
2023-07-03,GMM,EV,27,77.604
2023-07-03,GMM,EV,28,80.572
2023-07-03,GMM,EV,29,119.548
2023-07-03,GMM,EV,30,176.79626
2023-07-03,GMM,EV,31,194.22592
2023-07-03,GMM,EV,32,122.24981
2023-07-03,GMM,EV,33,194.22592
2023-07-03,GMM,EV,34,206.75896
2023-07-03,GMM,EV,35,214.92649
2023-07-03,GMM,EV,36,223.34386
2023-07-03,GMM,EV,37,228.57456
2023-07-03,GMM,EV,38,234.13741
2023-07-03,GMM,EV,39,238.75357
2023-07-03,GMM,EV,40,239.58362
2023-07-03,GMM,EV,41,244.59308
2023-07-03,GMM,EV,42,246.49251
2023-07-03,GMM,EV,43,254.14831
2023-07-03,GMM,EV,44,254.14831
2023-07-03,GMM,EV,45,254.14831
2023-07-03,GMM,EV,46,255.36797
2023-07-03,GMM,EV,47,256.77204
2023-07-03,GMM,EV,48,256.80214
2023-07-03,GMM,EV,49,258.56831
2023-07-03,GMM,EV,50,258.56831
2023-07-03,GMM,EV,51,258.56831
2023-07-03,GMM,EV,52,258.56831
2023-07-03,GMM,EV,53,258.56831
2023-07-03,GMM,EV,54,258.56831
2023-07-03,GMM,EV,55,258.56831
2023-07-03,GMM,EV,56,258.56831
2023-07-03,GMM,EV,57,258.56831
2023-07-03,GMM,EV,58,258.56831
2023-07-03,GMM,EV,59,258.56831
2023-07-03,GMM,EV,60,258.56831
2023-07-03,GMM,EV,61,258.56831
2023-07-03,GMM,EV,62,258.56831
2023-07-03,GMM,EV,63,258.56831
2023-07-03,GMM,EV,64,258.56831
2023-07-03,GMM,EV,65,59.842125
2023-07-03,GMM,EV,66,60.274279
2023-07-03,GMM,EV,67,62.888564
2023-07-03,GMM,EV,68,62.888564
2023-07-03,GMM,EV,69,62.888564
2023-07-03,GMM,EV,70,62.888564
2023-07-03,GMM,EV,71,62.888564
2023-07-03,GMM,EV,72,53.888
2023-07-03,GMM,EV,73,29.453721
2023-07-03,GMM,EV,74,49.607284
2023-07-03,GMM,EV,75,56.49242
2023-07-03,GMM,EV,76,28.969347
2023-07-03,GMM,EV,77,45.32
2023-07-03,GMM,EV,78,34.948
2023-07-03,GMM,EV,79,47.82
2023-07-03,GMM,EV,80,31.652
2023-07-03,GMM,EV,81,39.6
2023-07-03,GMM,EV,82,19.8
2023-07-03,GMM,EV,83,27.452
2023-07-03,GMM,EV,84,19.8
2023-07-03,GMM,EV,85,52.8
2023-07-03,GMM,EV,86,48.648
2023-07-03,GMM,EV,87,27.192
2023-07-03,GMM,EV,88,19.8
2023-07-03,GMM,EV,89,1.188
2023-07-03,GMM,EV,90,0.0
2023-07-03,GMM,EV,91,6.6
2023-07-03,GMM,EV,92,0.0
2023-07-03,GMM,EV,93,6.6
2023-07-03,GMM,EV,94,0.0
2023-07-03,GMM,EV,95,0.0
2023-07-03,GMM,EV,96,0.0
2023-07-03,GMM,Charger,1,0.0
2023-07-03,GMM,Charger,2,0.0
2023-07-03,GMM,Charger,3,0.0
2023-07-03,GMM,Charger,4,13.2
2023-07-03,GMM,Charger,5,13.2
2023-07-03,GMM,Charger,6,6.648
2023-07-03,GMM,Charger,7,13.2
2023-07-03,GMM,Charger,8,13.2
2023-07-03,GMM,Charger,9,13.2
2023-07-03,GMM,Charger,10,13.2
2023-07-03,GMM,Charger,11,13.2
2023-07-03,GMM,Charger,12,13.2
2023-07-03,GMM,Charger,13,13.2
2023-07-03,GMM,Charger,14,13.2
2023-07-03,GMM,Charger,15,6.6
2023-07-03,GMM,Charger,16,6.6
2023-07-03,GMM,Charger,17,13.2
2023-07-03,GMM,Charger,18,6.6
2023-07-03,GMM,Charger,19,13.2
2023-07-03,GMM,Charger,20,6.6
2023-07-03,GMM,Charger,21,5.816
2023-07-03,GMM,Charger,22,13.2
2023-07-03,GMM,Charger,23,13.2
2023-07-03,GMM,Charger,24,27.818008
2023-07-03,GMM,Charger,25,46.2
2023-07-03,GMM,Charger,26,59.4
2023-07-03,GMM,Charger,27,79.2
2023-07-03,GMM,Charger,28,92.96
2023-07-03,GMM,Charger,29,132.688
2023-07-03,GMM,Charger,30,176.708
2023-07-03,GMM,Charger,31,194.66854
2023-07-03,GMM,Charger,32,173.14175
2023-07-03,GMM,Charger,33,186.7148
2023-07-03,GMM,Charger,34,208.72549
2023-07-03,GMM,Charger,35,216.38952
2023-07-03,GMM,Charger,36,224.33635
2023-07-03,GMM,Charger,37,233.66167
2023-07-03,GMM,Charger,38,241.86623
2023-07-03,GMM,Charger,39,247.49626
2023-07-03,GMM,Charger,40,247.49626
2023-07-03,GMM,Charger,41,252.05037
2023-07-03,GMM,Charger,42,254.26306
2023-07-03,GMM,Charger,43,262.01235
2023-07-03,GMM,Charger,44,262.01235
2023-07-03,GMM,Charger,45,262.01235
2023-07-03,GMM,Charger,46,262.01235
2023-07-03,GMM,Charger,47,262.01235
2023-07-03,GMM,Charger,48,262.01235
2023-07-03,GMM,Charger,49,262.01235
2023-07-03,GMM,Charger,50,262.01235
2023-07-03,GMM,Charger,51,262.01235
2023-07-03,GMM,Charger,52,262.01235
2023-07-03,GMM,Charger,53,262.01235
2023-07-03,GMM,Charger,54,262.01235
2023-07-03,GMM,Charger,55,262.01235
2023-07-03,GMM,Charger,56,234.064
2023-07-03,GMM,Charger,57,221.46566
2023-07-03,GMM,Charger,58,191.52448
2023-07-03,GMM,Charger,59,176.784
2023-07-03,GMM,Charger,60,151.7826
2023-07-03,GMM,Charger,61,182.0897
2023-07-03,GMM,Charger,62,213.1
2023-07-03,GMM,Charger,63,198.0
2023-07-03,GMM,Charger,64,197.86
2023-07-03,GMM,Charger,65,25.88015
2023-07-03,GMM,Charger,66,26.929759
2023-07-03,GMM,Charger,67,31.103776
2023-07-03,GMM,Charger,68,31.103776
2023-07-03,GMM,Charger,69,31.103776
2023-07-03,GMM,Charger,70,31.103776
2023-07-03,GMM,Charger,71,31.103776
2023-07-03,GMM,Charger,72,29.347435
2023-07-03,GMM,Charger,73,17.680224
2023-07-03,GMM,Charger,74,19.395478
2023-07-03,GMM,Charger,75,24.503776
2023-07-03,GMM,Charger,76,6.6
2023-07-03,GMM,Charger,77,25.296
2023-07-03,GMM,Charger,78,14.852298
2023-07-03,GMM,Charger,79,19.8
2023-07-03,GMM,Charger,80,19.8
2023-07-03,GMM,Charger,81,6.6
2023-07-03,GMM,Charger,82,5.148
2023-07-03,GMM,Charger,83,13.2
2023-07-03,GMM,Charger,84,0.0
2023-07-03,GMM,Charger,85,13.2
2023-07-03,GMM,Charger,86,19.468
2023-07-03,GMM,Charger,87,13.2
2023-07-03,GMM,Charger,88,6.6
2023-07-03,GMM,Charger,89,0.0
2023-07-03,GMM,Charger,90,0.0
2023-07-03,GMM,Charger,91,0.0
2023-07-03,GMM,Charger,92,0.0
2023-07-03,GMM,Charger,93,0.0
2023-07-03,GMM,Charger,94,0.0
2023-07-03,GMM,Charger,95,0.0
2023-07-03,GMM,Charger,96,0.0
2023-07-03,LSTM,EV,1,0.0
2023-07-03,LSTM,EV,2,0.0
2023-07-03,LSTM,EV,3,6.6
2023-07-03,LSTM,EV,4,13.2
2023-07-03,LSTM,EV,5,13.2
2023-07-03,LSTM,EV,6,6.6
2023-07-03,LSTM,EV,7,6.6
2023-07-03,LSTM,EV,8,0.0
2023-07-03,LSTM,EV,9,13.2
2023-07-03,LSTM,EV,10,13.2
2023-07-03,LSTM,EV,11,13.2
2023-07-03,LSTM,EV,12,12.416
2023-07-03,LSTM,EV,13,6.6
2023-07-03,LSTM,EV,14,13.2
2023-07-03,LSTM,EV,15,0.0
2023-07-03,LSTM,EV,16,6.6
2023-07-03,LSTM,EV,17,13.2
2023-07-03,LSTM,EV,18,13.2
2023-07-03,LSTM,EV,19,6.648
2023-07-03,LSTM,EV,20,13.2
2023-07-03,LSTM,EV,21,6.6
2023-07-03,LSTM,EV,22,13.2
2023-07-03,LSTM,EV,23,13.2
2023-07-03,LSTM,EV,24,34.628585
2023-07-03,LSTM,EV,25,55.866387
2023-07-03,LSTM,EV,26,71.667858
2023-07-03,LSTM,EV,27,76.036247
2023-07-03,LSTM,EV,28,77.967923
2023-07-03,LSTM,EV,29,92.527556
2023-07-03,LSTM,EV,30,112.9296
2023-07-03,LSTM,EV,31,116.8136
2023-07-03,LSTM,EV,32,121.05308
2023-07-03,LSTM,EV,33,127.69855
2023-07-03,LSTM,EV,34,143.61073
2023-07-03,LSTM,EV,35,156.16003
2023-07-03,LSTM,EV,36,165.65483
2023-07-03,LSTM,EV,37,180.21334
2023-07-03,LSTM,EV,38,188.02771
2023-07-03,LSTM,EV,39,192.76328
2023-07-03,LSTM,EV,40,203.91105
2023-07-03,LSTM,EV,41,217.20807
2023-07-03,LSTM,EV,42,217.59538
2023-07-03,LSTM,EV,43,233.05444
2023-07-03,LSTM,EV,44,238.49315
2023-07-03,LSTM,EV,45,238.49315
2023-07-03,LSTM,EV,46,246.66875
2023-07-03,LSTM,EV,47,248.29803
2023-07-03,LSTM,EV,48,253.60408
2023-07-03,LSTM,EV,49,254.05937
2023-07-03,LSTM,EV,50,254.05937
2023-07-03,LSTM,EV,51,256.81961
2023-07-03,LSTM,EV,52,256.81961
2023-07-03,LSTM,EV,53,256.81961
2023-07-03,LSTM,EV,54,257.60039
2023-07-03,LSTM,EV,55,257.60039
2023-07-03,LSTM,EV,56,257.60039
2023-07-03,LSTM,EV,57,257.93205
2023-07-03,LSTM,EV,58,257.93205
2023-07-03,LSTM,EV,59,257.93205
2023-07-03,LSTM,EV,60,257.93205
2023-07-03,LSTM,EV,61,257.93205
2023-07-03,LSTM,EV,62,257.93205
2023-07-03,LSTM,EV,63,257.93205
2023-07-03,LSTM,EV,64,257.93205
2023-07-03,LSTM,EV,65,99.165725
2023-07-03,LSTM,EV,66,104.3641
2023-07-03,LSTM,EV,67,114.3553
2023-07-03,LSTM,EV,68,117.3353
2023-07-03,LSTM,EV,69,117.3353
2023-07-03,LSTM,EV,70,117.3353
2023-07-03,LSTM,EV,71,117.3353
2023-07-03,LSTM,EV,72,106.66
2023-07-03,LSTM,EV,73,105.20913
2023-07-03,LSTM,EV,74,90.544
2023-07-03,LSTM,EV,75,85.8
2023-07-03,LSTM,EV,76,90.984
2023-07-03,LSTM,EV,77,92.4
2023-07-03,LSTM,EV,78,82.888
2023-07-03,LSTM,EV,79,66.74
2023-07-03,LSTM,EV,80,47.036
2023-07-03,LSTM,EV,81,46.2
2023-07-03,LSTM,EV,82,19.8
2023-07-03,LSTM,EV,83,20.852
2023-07-03,LSTM,EV,84,19.8
2023-07-03,LSTM,EV,85,52.8
2023-07-03,LSTM,EV,86,48.648
2023-07-03,LSTM,EV,87,27.192
2023-07-03,LSTM,EV,88,19.8
2023-07-03,LSTM,EV,89,1.188
2023-07-03,LSTM,EV,90,0.0
2023-07-03,LSTM,EV,91,6.6
2023-07-03,LSTM,EV,92,0.0
2023-07-03,LSTM,EV,93,6.6
2023-07-03,LSTM,EV,94,0.0
2023-07-03,LSTM,EV,95,0.0
2023-07-03,LSTM,EV,96,0.0
2023-07-03,LSTM,Charger,1,0.0
2023-07-03,LSTM,Charger,2,0.0
2023-07-03,LSTM,Charger,3,6.6
